Cod_Loc,IdProvincia,IdDepartamento,CategorÃ­a,Provincia,Departamento,Localidad,Nombre,Domicilio,Piso,CP,Cod_area,TelÃ©fono,Mail,Web,InformaciÃ³n adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,aÃ±o_act
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Gourmet Musical Ediciones,Ruggieri 2733,"Piso 3? ""C""",,11.0,48017961,ediciones@gourmetmusical.com,www.gourmetmusicalediciones.wordpress.com,,-34.582483,-58.408021,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Gram, Editora",Cochabamba 1652,,1148.0,11.0,43058397,,www.grameditora.com.ar,,-34.623941,-58.389137,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Gran Aldea,Juan Agust?n Garc?a 1232,Pb C,1416.0,11.0,45852241,,,,-34.5985743,-58.46445,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Granica,Lavalle 1634,3?G,,11.0,43741456,edicionyproduccion@granicaeditor.com,www.granicaeditor.com,,-34.603035,-58.389908,localizaciÃ³n precisa,CAP,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Grito Sagrado,11 De Septiembre 992,7Âº,1426.0,11.0,43722161,,www.gritosagrado.com.ar,,-34.568705,-58.442097,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Grupal,Solis 2049/51,,1134.0,11.0,43062444,,,,-34.63193,-58.388983,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Grupo Artemisa,Av. de Mayo 1209,"Piso 2Âº, Of. ""D""",,11.0,43818505,administracion@editorialartemisasa.com.ar,,,-34.6091538,-58.3836307,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Grupo Clasa,Av. Belgrano 1494,3Âº B,1093.0,11.0,4383914,,,,-34.613535,-58.387397,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Grupo Editor Latinoamericano,Jujuy 1142,PB,,11.0,4308308,grupo.editor@yahoo.com.ar,grupoeditorlatinoamericanosrl,,-34.6229655,-58.4021595,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Grupo Proactivo S.A.,Florida 681/683,4Âºpiso Of.38/3,1010.0,11.0,52355454,,,,-34.6022115,-58.3752759,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Guadalupe, Editorial",Mansilla 3865,,1425.0,11.0,48268587,,,,-34.588914,-58.417546,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Guardacostas,Tacuari 471,Piso 6 Depto. A,,11.0,43316092,lag@editguardacostaspna.org.ar,editguardacostaspna.org.ar,,-34.613758,-58.379003,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Gustavo Multedo,Sanchez De Bustamante 515,6?e,1173.0,11.0,48614708,,,,-34.603861,-58.414448,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Hammurabi,Talcahuano 481,4?,1013.0,11.0,43823586,,www.hammurabi.com.ar,,-34.602959,-58.385175,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Hekht Libros,Bolivia 956,,1406.0,11.0,1159405157,,,,-34.6203752,-58.4697024,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Heliasta,Vidal 2649,,1428.0,11.0,52192259,,www.heliasta.com.ar,,-34.5593483,-58.4644497,localizaciÃ³n precisa,CAL/CAP/ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Hemisferio Sur,Pasteur 743,,1028.0,11.0,49529825,informe@hemisferiosur.com.ar,www.hemisferiosur.com.ar,,-34.600467,-58.39985,localizaciÃ³n precisa,CAL / ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Hernandez, Libreria",Av. Corrientes 1436,,1042.0,11.0,43727845,,,,-34.604107,-58.386927,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Hipocratico Sa,Junin 925,,1113.0,11.0,49627814,,,,-34.5982529,-58.3972854,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Hola Chicos,Callao 1121,,1023.0,11.0,48121800,,,,-34.59563,-58.393268,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Hub Editorial,Cnel. Apolinario Figueroa 151,,,11.0, 4856 6242,agiannelli@hubeditorial.com.ar,hubeditorial.com.ar,,-34.6030227,-58.4440675,localizaciÃ³n precisa,CAP / ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Huesos de Jibia,Per? 544,28 Piso 7,,11.0,43426823,waltercassara@gmail.com,huesosdejibia.com.ar,,-34.614287,-58.374621,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Iamique,Cespedes 3708,,1427.0,11.0,45520384,info@imamique.org.qr,www.iamique.com.ar,,-34.577008,-58.436166,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Imaginador,Bartolome Mitre 3749,,1201.0,11.0,49584111,,,,-34.609647,-58.419268,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Impresiones Buenos Aires Editorial,Paraguay 2427,,,11.0,4962534,impresionesbae@yahoo.com.ar,www.impresionesbae.com,,-34.597686,-58.402425,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Infinito,Av. Callao 2001,Piso 3,,11.0,48169004,info@edicionesinfinito.com,edicionesinfinito.com,,-34.5875428,-58.3868246,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Inst. De Publicaciones Navales,Florida 971,Loc.28-Gal.Larreta,1005.0,11.0,431142,,,,-34.596388,-58.375422,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Inst. Salesiana Ntra Sra De Lujan,Don Bosco 4002,,,11.0,49816627,,,,-34.606565,-58.411065,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Instituto Americano,Sarmiento 3179,,1196.0,11.0,48291010,,,,-34.6036844,-58.3815591,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Instituto Nacional de EstadÃ­stica y Censos - INDEC,Av. Julio A. Roca 609,Piso P.B.,,11.0,43499647,mvidal@indec.gob.ar,indec.gob.ar,,-34.610447,-58.374934,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Intercoop Editora Coop. Lda.,Tucuman 1621,PB,1050.0,11.0,43717572,,,,-34.6016265,-58.3898964,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Intermedica,Junin 917,1? A,1113.0,11.0,49619234,,www.inter-medica.com.ar,,-34.598326,-58.397342,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Interzona Editora,Rivarola 115,,,11.0,45553645,coordinacion@interzonaeditora.com,interzonaeditora.com,,-34.6073664,-58.3852839,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Iriarte Pilar Margarita,Av. Las Heras 1895,"Piso 7 ""A""",1127.0,11.0,62122000,,,,-34.5909743,-58.3926618,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Irojo Editores,Franklin D. Roosevelt 1877,"Piso 4, 4",,11.0,47802514,info@irojo.com.ar,irojo.com.ar,,-34.55448,-58.455784,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Journal,Viamonte 2146,1? A,1056.0,11.0,49636401,,www.journal.com.ar,,-34.601045,-58.397787,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Joyce Proust,Tucuman 1545,1? A,1050.0,11.0,43713849,,,,-34.6016826,-58.3887135,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Juridicas,Parana 123,Piso 7 Of. 179,,11.0,43732730,edicionesjuridicas@hotmail.com,edicionesjuridicas.com.ar,,-34.607437,-58.387739,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Kapelusz Editora S.A.,Alem 720,,1001.0,11.0,52365000,,www.kapelusz.com.ar,,-34.5993166,-58.3711776,localizaciÃ³n precisa,CAL/CAP,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Katz,Cullen 5319,,,11.0,45231470,katz@katzeditores.com,katzeditores.com,,-34.5742023,-58.4905005,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Kehot, Editorial",AgÃ¼ero 1092,,1171.0,11.0,49637171,,www.kehot.com.ar,,-34.59705,-58.410267,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Kier, Editorial",Av. Santa Fe 1260,,1059.0,11.0,4811507,,,,-34.595779,-58.3850906,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Konrad Adenauer Stiftung,Suipacha 1175,,1008.0,11.0,43262552,info@kas.org.ar,www.kas.de,,-34.594413,-58.379941,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Bestia Equilatera Srl,Av. CÃ³rdoba 673,Piso 1 A,1054.0,11.0,43265387,,,,-34.5985048,-58.3764356,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Biblioteca De Sofia En Portuguez,Luis Maria Campos 1575,8? A,1426.0,11.0,1526761915,,,,-34.5622853,-58.4441053,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Bisagra Editorial,Tonelero 5971,,1408.0,11.0,46423802,labisagraeditorial@yahoo.com.ar,www.labisagraeditorial.com.ar,,-34.641387,-58.514489,localizaciÃ³n precisa,CAL / ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"La Bohemia, Editorial",Pico 3118,3? D,1429.0,11.0,35341975,,,,-34.5430842,-58.481304,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Botica,Dean Funes 846,,1231.0,11.0,49561138,,,,-34.6200148,-58.4061614,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Brujita De Papel,Av. CÃ³rdoba 744,4Âº Piso,1054.0,11.0,53530830 INT 202,,,,-34.5989892,-58.3775063,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Buena Semilla,Av. Cramer 2654,,1428.0,11.0,45449578,,,,-34.5598578,-58.4657205,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Coop,AcuÃ±a De Figueroa 261,Pb 1,1180.0,11.0,58637815,,,,-34.6079061,-58.4229049,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Editorial Comun,Talcahuano 768,10 Piso,1013.0,11.0,43728383,,,,-34.599646,-58.385471,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Esquina de los Vientos/ Pluma y Papel/ Suburbia,Av. Juan B. Alberdi 872,,,11.0,45262350,caballerojosemarcelo@gmail.com,,,-34.6231043,-58.4401951,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Ley,Tucum?n 1471,,,11.0,40746845,mariana.aguirrerenda@thomsonreuters.com,www.la-ley.com.ar,,-34.601682,-58.387655,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Luna QuÃ©,Av. LarrazÃ¡bal 586,,,11.0,46993214,tuxmil@yahoo.com,,,-34.6447561,-58.5100161,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Marca,Rosetti 782,,1427.0,11.0,45523384,,,,-34.5830957,-58.4538018,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Nave De Los Locos,Parana 317,4? A,1017.0,11.0,43733042,,,,-34.6051464,-58.3878767,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La P?gina,Venezuela 356,,,11.0,32218760,proveedoresp12@gmail.com,,,-34.6136739,-58.371344,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Paragrafica,Av. CÃ³rdoba 1785,"Loc. 4,5 Y6",1055.0,11.0,4863619,,,,-34.5993748,-58.3925895,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Periferica Distribuidora,Moron 2453,,1405.0,11.0,20074527,,,,-34.6219728,-58.4668133,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Rocca,Talcahuano 458,,1013.0,11.0,43828526,edicioneslarocca@speedy.com.ar,www.edicioneslarocca.com,,-34.603243,-58.385195,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Vanguardia Editora,H. Yrigoyen 1516,5? O,1089.0,11.0,43846820,,,,-34.6100773,-58.3878178,localizaciÃ³n precisa,CAL / ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Lajouane S.A.,Mexico 1448,,1097.0,11.0,43738793,,www.lajouane.com,,-34.615922,-58.38665,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Letemendia Casa Editora,Florida 336,2Âº Of. 201,1005.0,11.0,43251237,,,,-34.604119,-58.375189,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Letra Impresa Grupo Editor,Nicasio Oro?o 2424,,1416.0,11.0,1530569533,,,,-34.5986702,-58.4600088,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Letra Viva,Av. Coronel Diaz 1837,,1425.0,11.0,48259034,,www.letraviva-digital.com.ar,,-34.589869,-58.410752,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Letras Del Sur,Pje Naciones Unidas 2864,,1417.0,11.0,47767957,,,,-34.6150886,-58.5200747,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Letras Nuevas / Mis Escritos,Av. Chiclana 3499,Piso 3 Depto. B,,11.0, 4911 8780,editorial@misescritos.com.ar,www.misescritos.com.ar,,-34.636027,-58.413819,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Leviatan,Alsina 1170,Piso 5 Of 511/2,1088.0,11.0,43817947,,www.e-leviatan.com.ar,,-34.610911,-58.382898,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libraria,De los Incas 3462,"Piso 1Âº F""",,11.0,47964376,info@librariaedicione,,,-34.581577,-58.4738583,localizaciÃ³n precisa,ISBN,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libreria Aquilanti,Rincon 79,,1081.0,11.0,49524546,,,,-34.6102645,-58.3963612,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libreria De Mujeres Editoras,Pasaje Rodolfo Rivarola 142,,1015.0,11.0,48725930,,,,-34.607152,-58.385406,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libreria Mucho Gusto,Av. Moreau de Justo 2030,2Âº Of. 219,1107.0,11.0,4311670,,,,-34.62322,-58.365132,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libreria Norte Sa,Av. Las Heras 2225,,1127.0,11.0,48072039,,,,-34.5880669,-58.39601,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libreria Raices (Tomas Catari),Agrelo 3045,,1221.0,11.0,49316157,,,,-34.617527,-58.408825,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Librerias Libertador,Av. Corrientes 1851,,1043.0,11.0,43734357,,,,-34.604073,-58.393074,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libros Argentinos,Junin 1270,,1113.0,11.0,48271666,,,,-34.5936065,-58.3971698,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libros De La Araucaria,Caseros 410,2Âº D,1152.0,11.0,43072858,,www.librosaraucaria.com,,-34.626654,-58.371091,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libros Del Zorro Rojo,Gascon 1222,,1181.0,11.0,47900984,,,,-34.5960386,-58.4232316,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Libros Del Zorzal,Av. CÃ³rdoba 1432,1Â° A,1018.0,11.0,48644150,,,,-34.5994225,-58.3873419,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Lillo Cares Ruben Walter,Lima 1693,6? Piso Dto 51,1138.0,11.0,43051469,,,,-34.6274333,-58.382393,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Limonero Textos Srl,Mason 4428,,1414.0,11.0,53529311,,,,-34.5948061,-58.4277149,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Linio Argentina Srl,Dorrego 1789,Of 403,1414.0,11.0,52546700,,,,-34.5811829,-58.4425821,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Longseller,Mexico 441,3? Of. A,1097.0,11.0,50315400,,,,-34.6147992,-58.3724269,localizaciÃ³n precisa,CAL,2019
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Lopez Carlos,Ramallo 1781,,1429.0,11.0,47028111,,,,-34.5397679,-58.466403,localizaciÃ³n precisa,CAL,2019
