Cod_Loc,IdProvincia,IdDepartamento,Observacion,Categoría,Provincia,Departamento,Localidad,Nombre,Domicilio,Piso,CP,cod_area,Teléfono,Mail,Web,Información adicional,Latitud,Longitud,TipoLatitudLongitud,Fuente,tipo_gestion,digital,año_act
70028010,70,70028,,Diarios Impresos,San Juan,Capital,San Juan,Diario de Cuyo,Mendoza Sur 380,,5400,264,-4290013,sanjuandc@diariodecuyo.com.ar,www.diariodecuyo.com.ar,,-31.5387720,-68.5257930,localización precisa,IVC,Privado,Sí,2019
70028010,70,70028,,Diarios Impresos,San Juan,Capital,San Juan,Diario Huarpe ,Castelli 2,,5400,,,,diariohuarpe.com,,-31.5302310,-68.5567140,localización precisa,IVC,Privado,Sí,2019
70028010,70,70028,,Diarios Impresos,San Juan,Capital,San Juan,El Nuevo Diario,Santa Fe Oeste  236,,5400,264,4213658,info@nuevodiariosanjuan.com.ar,www.nuevodiariosanjuan.com.ar,,-31.5392510,-68.5291060,localización precisa,SInCA ,Privado,Sí,2019
70028010,70,70028,,Diarios Impresos,San Juan,Capital,San Juan,El Zonda,Av. Espana (Sur) 1300,8,5400,264,4201313,,www.diarioelzonda.com.ar,,-31.5503000,-68.5331720,localización precisa,SInCA,Privado,Sí,2019
74056150,74,74056,,Diarios Impresos,San Luis,La Capital,San Luis,El Diario de La Republica,Lafinur 924,,5700,266,4422096,jsaporiti@grupopayne.com.ar,www.eldiariodelarepublica.com,,-33.3011680,-66.3470280,localización precisa,IVC,Privado,Sí,2019
78014010,78,78014,,Diarios Impresos,Santa Cruz,Deseado,Caleta Olivia,Compromiso ,Fagnano 35,,,,,diariocompromiso@gmail.com,https://es-la.facebook.com/diariocompromiso/,,-46.4431020,-67.5195620,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
78014010,78,78014,,Diarios Impresos,Santa Cruz,Deseado,Caleta Olivia,La Prensa de Santa Cruz,Gobernador Gregores  1370,,,,,,www.prensasc.com.ar,,-46.4588650,-67.5216660,localización precisa,SInCA,Privado,Sí,2019
78021040,78,78021,,Diarios Impresos,Santa Cruz,Guer Aike,Rio Gallegos,El Periodico Austral,Errazuris  400,,9400,2966,439101,redaccion@elperiodicoaustral.com,www.elperiodicoaustral.com,,-51.6258590,-69.2180990,localización precisa,SInCA,Privado,Sí,2019
78021040,78,78021,,Diarios Impresos,Santa Cruz,Guer Aike,Rio Gallegos,La Opinión Austral,Zapiola 25,,9400,2966,420185,12_opinion@speedy.com.ar,www.laopinionaustral.com.ar,,-51.6221733,-69.2166528,localización precisa,Municipalidad de Río Gallegos - Red de Ciudades Creativas,Privado,Sí,2019
78021040,78,78021,,Diarios Impresos,Santa Cruz,Guer Aike,Rio Gallegos,Tiempo Sur,Comodoro Rivadavia 175,,9400,2966,423078,redaccion@tiemposur.com.ar,www.tiemposur.com.ar,,-51.6213800,-69.2103400,localización precisa,SInCA,Privado,Sí,2019
82014050,82,82014,,Diarios Impresos,Santa Fe,Caseros,Casilda,La Voz del Pueblo ,MItre 2169,,2170,3464,422787,lavozdecasilda@gmail.com,http://lavozcasilda.com.ar,,-33.0454680,-61.1696680,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
82014050,82,82014,,Diarios Impresos,Santa Fe,Caseros,Casilda,Periódico La Vidriera De Casilda,Buenos Aires  2052// Bvd. 25 de Mayo 2603,LOCAL 7 - PB,2170,3464,421221,cristinadichiara@lavidrieradecasilda.com.ar,-,Periodico,-33.0439200,-61.1657420,localización precisa,Periodico La Vidriera de Casilda,Privado,Sí,2019
82070050,82,82070,,Diarios Impresos,Santa Fe,Las Colonias,Esperanza,Edicion Uno ,Sarmiento 2236 ,Local 2,3080,3496,426497,edicionuno@edicionuno.com.ar,https://www.edicionuno.com.ar,,-31.4475340,-60.9310730,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
82070050,82,82070,,Diarios Impresos,Santa Fe,Las Colonias,Esperanza,Esperanza Dia Por Dia,s/d,,3080,,,,www.esperanzadiaxdia.com.ar,,-31.4489860,-60.9303660,localización por localidad,SInCA,Privado,Sí,2019
82084140,82,82084,,Diarios Impresos,Santa Fe,Rosario,Funes,La Verdad Funense,Juan Elorza 1669,,2132,341,4932595,laverdadfunense@funescoop.com.ar,https://es-la.facebook.com/laverdad.funense/,Semanario,-32.9160030,-60.8132780,localización precisa,SInCA,Privado,Sí,2019
82021310,82,82021,,Diarios Impresos,Santa Fe,Castellanos,Rafaela,Diario Castellanos ,Bv. Lehmann 857,,2300,3492,578221,editoradelcentro@diariocastellanos.net,https://diariocastellanos.net.ar/,,-31.2438390,-61.4897730,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
82021310,82,82021,,Diarios Impresos,Santa Fe,Castellanos,Rafaela,La Opinion,Lavalle 153,,2300,3492,426821,diario@laopinion-rafaela.com.ar,www.laopinion-rafaela.com.ar,,-31.2514390,-61.4903050,localización precisa,SInCA,Privado,Sí,2019
82084270,82,82084,,Diarios Impresos,Santa Fe,Rosario,Rosario,El Ciudadano ,Brown 2793,,2000,341,4353798,ventas@elciudadanoweb.com,https://www.elciudadanoweb.com/,,-32.9330580,-60.6589360,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
82084270,82,82084,,Diarios Impresos,Santa Fe,Rosario,Rosario,El Eslabon ,s/d,,2000,341,4353719,eleslabon@gmail.com,https://periodicoeleslabon.com/,,-32.9538143,-60.6515379,localización por localidad,Diarios Argentinos.com,Privado,Sí,2019
82084270,82,82084,,Diarios Impresos,Santa Fe,Rosario,Rosario,La Capital,Sarmiento 763,,2000,341,5226000,,www.lacapital.com.ar,,-32.9459850,-60.6381160,localización precisa,IVC,Privado,Sí,2019
82084270,82,82084,,Diarios Impresos,Santa Fe,Rosario,Rosario,Rosario 12,San Lorenzo 1131,Piso 2,2000,341,4215812,info@rosario-12.com.ar,www.rosario-12.com.ar,,-32.9440860,-60.6380920,localización precisa,SInCA,Privado,Sí,2019
82105240,82,82105,,Diarios Impresos,Santa Fe,San Jeronimo,San Genaro,Convergencia ,s/d,,2146,,,,http://www.convergenciaonline.com.ar,,-32.3735384,-61.3606569,localización por localidad,Diarios Argentinos.com,Privado,Sí,2019
82063170,82,82063,,Diarios Impresos,Santa Fe,La Capital,Santa Fe,El Litoral,Av. 25 de Mayo 3536,,3000,342,4502500,litoral@litoral.com.ar,www.litoral.com.ar,,-31.6351860,-60.7025720,localización precisa,IVC,Privado,Sí,2019
82063170,82,82063,,Diarios Impresos,Santa Fe,La Capital,Santa Fe,El Santafecino,S/D,,3000,,,redaccion@elsantafesino.com,www.elsantafesino.com,Periodico,-31.6451648,-60.7093147,localización por localidad,SInCA,Privado,Sí,2019
82063170,82,82063,,Diarios Impresos,Santa Fe,La Capital,Santa Fe,Notife,Rivadavia 2851,,3000,342,4555511,correo@notife.com,www.notife.com,,-31.6432760,-60.7033130,localización precisa,Municipalidad de Santa Fe - Red de Ciudades Creativas,Privado,Sí,2019
82063170,82,82063,,Diarios Impresos,Santa Fe,La Capital,Santa Fe,Sin Mordaza,Sastre 4459,,3000,342,155005845,contacto@sinmordaza.com,www.sinmordaza.com,,-31.611715 , -60.708275,localización precisa,SInCA,Privado,Sí,2019
82063170,82,82063,,Diarios Impresos,Santa Fe,La Capital,Santa Fe,Uno ,Bulevar Gálvez 927,,3000,,,web.santafe@uno.com.ar,http://www.unosantafe.com.ar,,-31.6396270,-60.6850210,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
82021360,82,82021,,Diarios Impresos,Santa Fe,Castellanos,Sunchales,El Eco de Sunchales,Santa Fe,,,3493,421146,eleco@elecodesunchales.com.ar,www.elecosunchales.com.ar,,-30.9498020,-61.5625940,localización precisa,SInCA,Privado,Sí,2019
82028230,82,82028,,Diarios Impresos,Santa Fe,Constitucion,Villa Constitucion,El Sur ,Rivadavia 1215,,,3400,457181,diariolajornada@gmail.com,http://www.elsurdiario.com.ar/,,-33.2273800,-60.3288610,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
82049230,82,82049,,Diarios Impresos,Santa Fe,General Obligado,Villa Ocampo,Villa Ocampo SF,Spontón 1426,,,353,4528080,,http://www.villaocamposf.com.ar,,-28.4886780,-59.3593650,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
86042010,86,86042,,Diarios Impresos,Santiago del Estero,Belgrano,Bandera,Sur Santiagueno ,MItre s/n,,3064,3857,421669,periodicosursantiago@gmail.com,http://www.sursantiago.com.ar,,-28.8825052,-62.2661993,localización precisa,Diarios Argentinos.com,Privado,Sí,2019
86161030,86,86161,,Diarios Impresos,Santiago del Estero,Robles,Fernandez,El Progreso,Octavio Lascano S/N,,,385,154750343,info@elprogresoweb.com.ar,www.elprogresoweb.com.ar,,-27.9243600,-63.8933610,localización precisa,SInCA ,Privado,Sí,2019
86049110,86,86049,,Diarios Impresos,Santiago del Estero,Capital,Santiago del Estero,El Liberal,Libertad 263,,4200,385,4224400,redaccion@elliberal.com.ar,www.elliberal.com.ar,,-27.7858950,-64.2582110,localización precisa,IVC,Privado,Sí,2019
86049110,86,86049,,Diarios Impresos,Santiago del Estero,Capital,Santiago del Estero,Nuevo Diario,9 de Julio  390,,4200,385,4213230,,www.nuevodiarioweb.com.ar,,-27.7871010,-64.2556250,localización precisa,SInCA,Privado,Sí,2019
94007010,94,94007,,Diarios Impresos,Tierra del Fuego,Rio Grande,Rio Grande,El Sureno,9 de Julio 431,,9420,2964,433039,info@surenio.com.ar,www.surenio.com.ar,,-53.7872980,-67.6929840,localización precisa,SInCA,Privado,Sí,2019
94007010,94,94007,,Diarios Impresos,Tierra del Fuego,Rio Grande,Rio Grande,Provincia 23,Sabattini   25,,9420,2964,426334,provincia23@speedy.com.ar,www.p23.com.ar,,-53.7864090,-67.7248250,localización precisa,SInCA,Privado,Sí,2019
94007010,94,94007,,Diarios Impresos,Tierra del Fuego,Rio Grande,Rio Grande,Tiempo Fueguino,Espora 781,,9420,2964,426791,,www.tiempofueguino.com.ar,,-53.7887730,-67.6987030,localización precisa,SInCA,Privado,Sí,2019
94014020,94,94014,,Diarios Impresos,Tierra del Fuego,Ushuaia,Ushuaia,DIARIO PRENSA,Gral. Juan Manuel Rosas 549,,9410,2901,423520,diarioprensa@hotmail.com,www.diarioprensatdf.com,,-54.8040796,-68.3131473,localización precisa,Secretaria de Cultura  Provnicial TDF,Privado,Sí,2019
94014020,94,94014,,Diarios Impresos,Tierra del Fuego,Ushuaia,Ushuaia,El Diario del Fin del Mundo,Campos 758,,9410,2901,435713,info@eldiariodelfindelmundo.com,www.eldiariodelfindelmundo.com,,-54.8050120,-68.3103960,localización precisa,SInCA,Privado,Sí,2019
90084010,90,90084,,Diarios Impresos,Tucumán,Capital,San Miguel de Tucuman,El Siglo,Maipu 70,Piso 6,4000,381,4301010,digital@elsigloweb.com,www.elsigloweb.com,,-26.8295770,-65.2074420,localización precisa,SInCA,Privado,Sí,2019
90084010,90,90084,,Diarios Impresos,Tucumán,Capital,San Miguel de Tucuman,La Gaceta,Mendoza 654,,4000,381,4842200,,www.lagaceta.com.ar,,-26.8279270,-65.2062060,localización precisa,IVC,Privado,Sí,2019
