Código_Jurisdicción,Descripción_Jurisdicción,Código_Subjurisdicción,Descripción_Subjurisdicción,Código_Entidad,Descripción_Entidad,Código_Programa,Descripción_Programa,Código_Subprograma,Descripción_Subprograma,Codígo_Inciso,Descripción_Inciso,Código_Principal,Descripción_Principal,Crédito_2021
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,1,Actividades Centrales,0,Actividades Centrales,4,Bienes de Uso,8,Activos Intangibles,36018648
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,1,Gastos en Personal,1,Personal Permanente,101981294
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,1,Gastos en Personal,3,Servicios Extraordinarios,4087359
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,1,Gastos en Personal,8,Personal contratado,48436741
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,2,Bienes de Consumo,1,"Productos Alimenticios, Agropecuarios y Forestales",170904
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,2,Bienes de Consumo,9,Otros Bienes de Consumo,224233
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,3,Servicios No Personales,1,Servicios Básicos,271575
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,3,Servicios No Personales,2,Alquileres y Derechos,34113
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",264057
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,1181628
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,3,Servicios No Personales,5,Servicios Comerciales y Financieros,1181791
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,3,Servicios No Personales,7,Pasajes y Viáticos,3129054
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,3,Servicios No Personales,9,Otros Servicios,8842600
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,482761032
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,26,Desarrollo de la Educación Superior,0,Desarrollo de la Educación Superior,5,Transferencias,6,Transferencias a Universidades Nacionales,229517993212
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,1,Gastos en Personal,1,Personal Permanente,155927115
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,1,Gastos en Personal,3,Servicios Extraordinarios,9802283
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,1,Gastos en Personal,8,Personal contratado,105371598
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,2,Bienes de Consumo,3,"Productos de Papel, Cartón e Impresos",2731223
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,2,Bienes de Consumo,9,Otros Bienes de Consumo,10900000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,3,Servicios No Personales,1,Servicios Básicos,11280000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,3,Servicios No Personales,2,Alquileres y Derechos,122814
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",4402965
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,212523906
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,3,Servicios No Personales,5,Servicios Comerciales y Financieros,11697818
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,3,Servicios No Personales,7,Pasajes y Viáticos,32976669
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,3,Servicios No Personales,9,Otros Servicios,93711377
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,348895000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,5,Transferencias,6,Transferencias a Universidades Nacionales,38600000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,29,Gestión Educativa y Políticas Socioeducativas,0,Gestión Educativa y Políticas Socioeducativas,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,8931434994
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,1,Gastos en Personal,1,Personal Permanente,71717860
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,1,Gastos en Personal,3,Servicios Extraordinarios,205549
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,1,Gastos en Personal,8,Personal contratado,9470930
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,2,Bienes de Consumo,9,Otros Bienes de Consumo,1222075
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,1,Servicios Básicos,16589950
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,2,Alquileres y Derechos,662157
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",1609875
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,22931667
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,5,Servicios Comerciales y Financieros,8941300
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,7,Pasajes y Viáticos,5934965
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,8,"Impuestos, Derechos, Tasas y Juicios",392795
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,3,Servicios No Personales,9,Otros Servicios,5304547
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,12473350
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,5,Transferencias,6,Transferencias a Universidades Nacionales,1456000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,728000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,30,Cooperación e Integración Educativa Internacional,0,Cooperación e Integración Educativa Internacional,5,Transferencias,9,Transferencias al Exterior,3000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,1,Gastos en Personal,1,Personal Permanente,38623342
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,1,Gastos en Personal,3,Servicios Extraordinarios,395561
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,1,Gastos en Personal,8,Personal contratado,16471568
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,2,Bienes de Consumo,9,Otros Bienes de Consumo,869896
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,1,Servicios Básicos,70808707
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,2,Alquileres y Derechos,36000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",5700450
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,36754358
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,5,Servicios Comerciales y Financieros,128708604
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,7,Pasajes y Viáticos,2974000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,8,"Impuestos, Derechos, Tasas y Juicios",30000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,3,Servicios No Personales,9,Otros Servicios,6877790
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,50088202
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,135446988
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,32,Información y Evaluación de la Calidad Educativa,0,Información y Evaluación de la Calidad Educativa,5,Transferencias,9,Transferencias al Exterior,9024567
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,1,Gastos en Personal,1,Personal Permanente,28245774
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,1,Gastos en Personal,3,Servicios Extraordinarios,1555378
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,1,Gastos en Personal,8,Personal contratado,27337223
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,2,Bienes de Consumo,9,Otros Bienes de Consumo,360929
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,5457066
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,3,Servicios No Personales,5,Servicios Comerciales y Financieros,253500
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,3,Servicios No Personales,7,Pasajes y Viáticos,6152085
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,3,Servicios No Personales,9,Otros Servicios,1052768
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,5,Transferencias,6,Transferencias a Universidades Nacionales,599284520
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,144198888
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,37,Infraestructura y Equipamiento,0,Infraestructura y Equipamiento,5,Transferencias,8,Transf. a Inst. Prov. y Mun. para Financ. Gastos de Capital,18580101874
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,1,Gastos en Personal,1,Personal Permanente,70643659
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,1,Gastos en Personal,3,Servicios Extraordinarios,1956442
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,1,Gastos en Personal,7,Gabinete de autoridades superiores,2612407
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,1,Gastos en Personal,8,Personal contratado,60398995
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,2,Bienes de Consumo,9,Otros Bienes de Consumo,12500000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,3,Servicios No Personales,1,Servicios Básicos,5000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",9765011
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,38671347
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,3,Servicios No Personales,5,Servicios Comerciales y Financieros,70120000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,3,Servicios No Personales,7,Pasajes y Viáticos,5247336
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,3,Servicios No Personales,9,Otros Servicios,102299139
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,4,Bienes de Uso,3,Maquinaria y Equipo,828000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,86000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,5077500000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,39,Innovación y Desarrollo de la Formación Tecnológica,0,Innovación y Desarrollo de la Formación Tecnológica,5,Transferencias,8,Transf. a Inst. Prov. y Mun. para Financ. Gastos de Capital,3300000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,1,Gastos en Personal,1,Personal Permanente,40457956
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,1,Gastos en Personal,3,Servicios Extraordinarios,1204164
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,1,Gastos en Personal,8,Personal contratado,19044050
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,2,Bienes de Consumo,3,"Productos de Papel, Cartón e Impresos",2797650640
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,2,Bienes de Consumo,9,Otros Bienes de Consumo,1400000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,5234378
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,3,Servicios No Personales,5,Servicios Comerciales y Financieros,458590489
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,3,Servicios No Personales,7,Pasajes y Viáticos,10350000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,3,Servicios No Personales,9,Otros Servicios,32555004
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,59774648
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,44,Mejoramiento de la Calidad Educativa,0,Mejoramiento de la Calidad Educativa,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,105071850
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,1,Gastos en Personal,1,Personal Permanente,51249696
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,1,Gastos en Personal,3,Servicios Extraordinarios,1693598
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,1,Gastos en Personal,7,Gabinete de autoridades superiores,2612407
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,1,Gastos en Personal,8,Personal contratado,31640776
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,2,Bienes de Consumo,1,"Productos Alimenticios, Agropecuarios y Forestales",300000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,2,Bienes de Consumo,3,"Productos de Papel, Cartón e Impresos",820000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,2,Bienes de Consumo,5,"Productos Químicos, Combustibles y Lubricantes",100000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,2,Bienes de Consumo,6,Productos de Minerales No Metálicos,20000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,2,Bienes de Consumo,9,Otros Bienes de Consumo,300000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,3,Servicios No Personales,1,Servicios Básicos,500000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,3,Servicios No Personales,3,"Mantenimiento, Reparación y Limpieza",300000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,3,Servicios No Personales,4,Servicios Técnicos y Profesionales,53459579
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,3,Servicios No Personales,5,Servicios Comerciales y Financieros,6000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,3,Servicios No Personales,7,Pasajes y Viáticos,11100000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,3,Servicios No Personales,9,Otros Servicios,35900146
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,5,Transferencias,1,Transf. al Sector Privado para Financiar Gastos Corrientes,298000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,5,Transferencias,6,Transferencias a Universidades Nacionales,105959464
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,45,Acciones de Formación Docente,0,Acciones de Formación Docente,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,1580010000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,0,Fortalecimiento Edilicio de Jardines Infantiles,5,Transferencias,7,Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes,50000000
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,0,Fortalecimiento Edilicio de Jardines Infantiles,5,Transferencias,8,Transf. a Inst. Prov. y Mun. para Financ. Gastos de Capital,25819656136
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,1,Ejecución de Obras en Jardines en Ciudad Autónoma de Buenos Aires y Gran Buenos Aires,4,Bienes de Uso,2,Construcciones,1181876383
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,2,Ejecución de Obras en Jardines en Región Centro Norte,4,Bienes de Uso,2,Construcciones,678451151
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,3,Ejecución de Obras en Jardines en Región Centro Sur,4,Bienes de Uso,2,Construcciones,735625249
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,4,Ejecución de Obras en Jardines en Región Cuyo y Córdoba,4,Bienes de Uso,2,Construcciones,1060535866
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,5,Ejecución de Obras en Jardines en Región Noreste Argentino,4,Bienes de Uso,2,Construcciones,1100358363
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,6,Ejecución de Obras en Jardines en Región Noroeste Argentino,4,Bienes de Uso,2,Construcciones,77163640
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,46,Fortalecimiento Edilicio de Jardines Infantiles,9,Ejecución de Obras en Jardines en Región Noroeste Argentino - Etapa II,4,Bienes de Uso,2,Construcciones,1290987065
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,47,Implementación del Plan Federal Juana Manso,0,Implementación del Plan Federal Juana Manso,1,Gastos en Personal,1,Personal Permanente,2169798
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,47,Implementación del Plan Federal Juana Manso,0,Implementación del Plan Federal Juana Manso,1,Gastos en Personal,8,Personal contratado,168847
70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,47,Implementación del Plan Federal Juana Manso,0,Implementación del Plan Federal Juana Manso,2,Bienes de Consumo,1,"Productos Alimenticios, Agropecuarios y Forestales",45000
